<2012-07-07 13:31:24 +0800> c-return Loader:81 Kernel set_trace_func
<2012-07-07 13:31:26 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800>     call Window_Selectable:274 Window_Selectable update
<2012-07-07 13:31:26 +0800>     line Window_Selectable:275 Window_Selectable update
<2012-07-07 13:31:26 +0800>     call Window_Base:83 Window_Base update
<2012-07-07 13:31:26 +0800>     line Window_Base:84 Window_Base update
<2012-07-07 13:31:26 +0800>   c-call Window_Base:84 Window update
<2012-07-07 13:31:26 +0800> c-return Window_Base:84 Window update
<2012-07-07 13:31:26 +0800>     line Window_Base:85 Window_Base update
<2012-07-07 13:31:26 +0800>     call Window_Base:66 Window_Base update_tone
<2012-07-07 13:31:26 +0800>     line Window_Base:67 Window_Base update_tone
<2012-07-07 13:31:26 +0800>   c-call Window_Base:67 Window tone
<2012-07-07 13:31:26 +0800> c-return Window_Base:67 Window tone
<2012-07-07 13:31:26 +0800>     call Game_System:45 Game_System window_tone
<2012-07-07 13:31:26 +0800>     line Game_System:46 Game_System window_tone
<2012-07-07 13:31:26 +0800>   return Game_System:47 Game_System window_tone
<2012-07-07 13:31:26 +0800>   c-call Window_Base:67 Tone set
<2012-07-07 13:31:26 +0800>   c-call Window_Base:67 Window tone=
<2012-07-07 13:31:26 +0800> c-return Window_Base:67 Window tone=
<2012-07-07 13:31:26 +0800> c-return Window_Base:67 Tone set
<2012-07-07 13:31:26 +0800>   return Window_Base:68 Window_Base update_tone
<2012-07-07 13:31:26 +0800>     line Window_Base:86 Window_Base update
<2012-07-07 13:31:26 +0800>     line Window_Base:87 Window_Base update
<2012-07-07 13:31:26 +0800>   return Window_Base:88 Window_Base update
<2012-07-07 13:31:26 +0800>     line Window_Selectable:276 Window_Selectable update
<2012-07-07 13:31:26 +0800>     call Window_Selectable:282 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     line Window_Selectable:283 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     call Window_Selectable:218 Window_Selectable cursor_movable?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:219 Window_Selectable cursor_movable?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:219 Window active
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:219 Window active
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:219 Window open?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:219 Window open?
<2012-07-07 13:31:26 +0800>     call Window_Command_2:42 Window_Command item_max
<2012-07-07 13:31:26 +0800>     line Window_Command_2:43 Window_Command item_max
<2012-07-07 13:31:26 +0800>   return Window_Command_2:44 Window_Command item_max
<2012-07-07 13:31:26 +0800>   return Window_Selectable:220 Window_Selectable cursor_movable?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:284 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     line Window_Selectable:285 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:285 Input repeat?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:285 Input repeat?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:286 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:286 Input repeat?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:286 Input repeat?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:287 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:287 Input repeat?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:287 Input repeat?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:288 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:288 Input repeat?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:288 Input repeat?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:289 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:289 Input trigger?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:289 Input trigger?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:290 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:290 Input trigger?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:290 Input trigger?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:291 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>   return Window_Selectable:292 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     line Window_Selectable:277 Window_Selectable update
<2012-07-07 13:31:26 +0800>     call Window_Selectable:296 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>     line Window_Selectable:297 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:297 Window open?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:297 Window open?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:297 Window active
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:297 Window active
<2012-07-07 13:31:26 +0800>     line Window_Selectable:298 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>     call Window_Command_2:123 Window_Command ok_enabled?
<2012-07-07 13:31:26 +0800>     line Window_Command_2:124 Window_Command ok_enabled?
<2012-07-07 13:31:26 +0800>   return Window_Command_2:125 Window_Command ok_enabled?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:298 Input trigger?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:298 Input trigger?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:299 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>     call Window_Selectable:312 Window_Selectable cancel_enabled?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:313 Window_Selectable cancel_enabled?
<2012-07-07 13:31:26 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:314 Window_Selectable cancel_enabled?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:300 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:301 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:302 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>   return Window_Selectable:278 Window_Selectable update
<2012-07-07 13:31:26 +0800> c-return Scene_Base:95 Array each
<2012-07-07 13:31:26 +0800>   return Scene_Base:99 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   return Scene_Base:52 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>     line (eval):6 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>   c-call (eval):6 Proc call
<2012-07-07 13:31:26 +0800>     line Mouse Comp:286  
<2012-07-07 13:31:26 +0800>     call Mouse Comp:254 CMouse run
<2012-07-07 13:31:26 +0800>     line Mouse Comp:259 CMouse run
<2012-07-07 13:31:26 +0800>     call CMouse:14 CMouse pos
<2012-07-07 13:31:26 +0800>     line CMouse:15 CMouse pos
<2012-07-07 13:31:26 +0800>   c-call CMouse:15 CMouse x
<2012-07-07 13:31:26 +0800> c-return CMouse:15 CMouse x
<2012-07-07 13:31:26 +0800>   c-call CMouse:15 CMouse y
<2012-07-07 13:31:26 +0800> c-return CMouse:15 CMouse y
<2012-07-07 13:31:26 +0800>   return CMouse:16 CMouse pos
<2012-07-07 13:31:26 +0800>     call Mouse Comp:12 CMouse::Point set
<2012-07-07 13:31:26 +0800>     line Mouse Comp:14 CMouse::Point set
<2012-07-07 13:31:26 +0800>   c-call Mouse Comp:14 Kernel is_a?
<2012-07-07 13:31:26 +0800> c-return Mouse Comp:14 Kernel is_a?
<2012-07-07 13:31:26 +0800>     line Mouse Comp:15 CMouse::Point set
<2012-07-07 13:31:26 +0800>   return Window_Selectable:123 Window_Selectable row
<2012-07-07 13:31:26 +0800>     line Mouse Comp:16 CMouse::Point set
<2012-07-07 13:31:26 +0800>     line Mouse Comp:17 CMouse::Point set
<2012-07-07 13:31:26 +0800>     line Mouse Comp:18 CMouse::Point set
<2012-07-07 13:31:26 +0800>   return Mouse Comp:19 CMouse::Point set
<2012-07-07 13:31:26 +0800>     line Mouse Comp:260 CMouse run
<2012-07-07 13:31:26 +0800>   c-call Mouse Comp:260 Thread alive?
<2012-07-07 13:31:26 +0800> c-return Mouse Comp:260 Thread alive?
<2012-07-07 13:31:26 +0800>     line Mouse Comp:261 CMouse run
<2012-07-07 13:31:26 +0800>   c-call Mouse Comp:261 Thread new
<2012-07-07 13:31:26 +0800>   c-call Mouse Comp:261 Thread initialize
<2012-07-07 13:31:26 +0800> c-return Mouse Comp:261 Thread initialize
<2012-07-07 13:31:26 +0800> c-return Mouse Comp:261 Thread new
<2012-07-07 13:31:26 +0800>     line Mouse Comp:272 CMouse run
<2012-07-07 13:31:26 +0800>     line Mouse Comp:273 CMouse run
<2012-07-07 13:31:26 +0800>   c-call Mouse Comp:273 CMouse up?
<2012-07-07 13:31:26 +0800> c-return Mouse Comp:273 CMouse up?
<2012-07-07 13:31:26 +0800>     line Mouse Comp:274 CMouse run
<2012-07-07 13:31:26 +0800>   c-call Mouse Comp:274 CMouse up?
<2012-07-07 13:31:26 +0800> c-return Mouse Comp:274 CMouse up?
<2012-07-07 13:31:26 +0800>     line Mouse Comp:275 CMouse run
<2012-07-07 13:31:26 +0800>   c-call Mouse Comp:275 CMouse up?
<2012-07-07 13:31:26 +0800> c-return Mouse Comp:275 CMouse up?
<2012-07-07 13:31:26 +0800>     line Mouse Comp:276 CMouse run
<2012-07-07 13:31:26 +0800>   c-call Mouse Comp:276 Kernel nil?
<2012-07-07 13:31:26 +0800> c-return Mouse Comp:276 Kernel nil?
<2012-07-07 13:31:26 +0800>     line Mouse Comp:281 CMouse run
<2012-07-07 13:31:26 +0800>   c-call Mouse Comp:281 CMouse update
<2012-07-07 13:31:26 +0800> c-return Mouse Comp:281 CMouse update
<2012-07-07 13:31:26 +0800>   return Mouse Comp:282 CMouse run
<2012-07-07 13:31:26 +0800> c-return (eval):6 Proc call
<2012-07-07 13:31:26 +0800>   return (eval):7 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>   return Scene_Base:44 Scene_Base update
<2012-07-07 13:31:26 +0800>     call Scene_Base:35 Scene_Base scene_changing?
<2012-07-07 13:31:26 +0800>     line Scene_Base:36 Scene_Base scene_changing?
<2012-07-07 13:31:26 +0800>     call SceneManager:40 SceneManager scene
<2012-07-07 13:31:26 +0800>     line SceneManager:41 SceneManager scene
<2012-07-07 13:31:26 +0800>   return SceneManager:42 SceneManager scene
<2012-07-07 13:31:26 +0800>   return Scene_Base:37 Scene_Base scene_changing?
<2012-07-07 13:31:26 +0800>     call Scene_Base:41 Scene_Base update
<2012-07-07 13:31:26 +0800>     line Scene_Base:42 Scene_Base update
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:42 RGSSX fps
<2012-07-07 13:31:26 +0800> c-return Scene_Base:42 RGSSX fps
<2012-07-07 13:31:26 +0800>     call Loader:23 Object print
<2012-07-07 13:31:26 +0800>     line Loader:23 Object print
<2012-07-07 13:31:26 +0800>   c-call Loader:23 Object _debugger_noflush_print
<2012-07-07 13:31:26 +0800>   c-call Loader:23 IO write
<2012-07-07 13:31:26 +0800>   c-call Loader:23 Fixnum to_s
<2012-07-07 13:31:26 +0800> c-return Loader:23 Fixnum to_s
<2012-07-07 13:31:26 +0800> c-return Loader:23 IO write
<2012-07-07 13:31:26 +0800> c-return Loader:23 Object _debugger_noflush_print
<2012-07-07 13:31:26 +0800>     line Loader:23 Object print
<2012-07-07 13:31:26 +0800>   c-call Loader:23 IO flush
<2012-07-07 13:31:26 +0800> c-return Loader:23 IO flush
<2012-07-07 13:31:26 +0800>   return Loader:23 Object print
<2012-07-07 13:31:26 +0800>     line Scene_Base:43 Scene_Base update
<2012-07-07 13:31:26 +0800>     call (eval):4 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>     line (eval):5 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>     call Scene_Base:48 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>     line Scene_Base:49 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:49 Graphics update
<2012-07-07 13:31:26 +0800> c-return Scene_Base:49 Graphics update
<2012-07-07 13:31:26 +0800>     line Scene_Base:50 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:50 Input update
<2012-07-07 13:31:26 +0800> c-return Scene_Base:50 Input update
<2012-07-07 13:31:26 +0800>     line Scene_Base:51 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>     call Scene_Base:94 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>     line Scene_Base:95 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:95 Kernel instance_variables
<2012-07-07 13:31:26 +0800> c-return Scene_Base:95 Kernel instance_variables
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:95 Array each
<2012-07-07 13:31:26 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:26 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:26 +0800>     call Window_Selectable:274 Window_Selectable update
<2012-07-07 13:31:26 +0800>     line Window_Selectable:275 Window_Selectable update
<2012-07-07 13:31:26 +0800>     call Window_Base:83 Window_Base update
<2012-07-07 13:31:26 +0800>     line Window_Base:84 Window_Base update
<2012-07-07 13:31:26 +0800>   c-call Window_Base:84 Window update
<2012-07-07 13:31:26 +0800> c-return Window_Base:84 Window update
<2012-07-07 13:31:26 +0800>     line Window_Base:85 Window_Base update
<2012-07-07 13:31:26 +0800>     call Window_Base:66 Window_Base update_tone
<2012-07-07 13:31:26 +0800>     line Window_Base:67 Window_Base update_tone
<2012-07-07 13:31:26 +0800>   c-call Window_Base:67 Window tone
<2012-07-07 13:31:26 +0800> c-return Window_Base:67 Window tone
<2012-07-07 13:31:26 +0800>     call Game_System:45 Game_System window_tone
<2012-07-07 13:31:26 +0800>     line Game_System:46 Game_System window_tone
<2012-07-07 13:31:26 +0800>   return Game_System:47 Game_System window_tone
<2012-07-07 13:31:26 +0800>   c-call Window_Base:67 Tone set
<2012-07-07 13:31:26 +0800>   c-call Window_Base:67 Window tone=
<2012-07-07 13:31:26 +0800> c-return Window_Base:67 Window tone=
<2012-07-07 13:31:26 +0800>   return Window_Selectable:385 Window_Selectable ensure_cursor_visible
<2012-07-07 13:31:26 +0800> c-return Window_Base:67 Tone set
<2012-07-07 13:31:26 +0800>   return Window_Base:68 Window_Base update_tone
<2012-07-07 13:31:26 +0800>     line Window_Base:86 Window_Base update
<2012-07-07 13:31:26 +0800>     line Window_Base:87 Window_Base update
<2012-07-07 13:31:26 +0800>   return Window_Base:88 Window_Base update
<2012-07-07 13:31:26 +0800>     line Window_Selectable:276 Window_Selectable update
<2012-07-07 13:31:26 +0800>     call Window_Selectable:282 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     line Window_Selectable:283 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     call Window_Selectable:218 Window_Selectable cursor_movable?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:219 Window_Selectable cursor_movable?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:219 Window active
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:219 Window active
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:219 Window open?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:219 Window open?
<2012-07-07 13:31:26 +0800>     call Window_Command_2:42 Window_Command item_max
<2012-07-07 13:31:26 +0800>     line Window_Command_2:43 Window_Command item_max
<2012-07-07 13:31:26 +0800>   return Window_Command_2:44 Window_Command item_max
<2012-07-07 13:31:26 +0800>   return Window_Selectable:220 Window_Selectable cursor_movable?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:284 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     line Window_Selectable:285 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:285 Input repeat?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:285 Input repeat?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:286 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:286 Input repeat?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:286 Input repeat?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:287 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:287 Input repeat?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:287 Input repeat?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:288 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:288 Input repeat?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:288 Input repeat?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:289 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:289 Input trigger?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:289 Input trigger?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:290 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:290 Input trigger?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:290 Input trigger?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:291 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>   return Window_Selectable:292 Window_Selectable process_cursor_move
<2012-07-07 13:31:26 +0800>     line Window_Selectable:277 Window_Selectable update
<2012-07-07 13:31:26 +0800>     call Window_Selectable:296 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>     line Window_Selectable:297 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:297 Window open?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:297 Window open?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:297 Window active
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:297 Window active
<2012-07-07 13:31:26 +0800>     line Window_Selectable:298 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>     call Window_Command_2:123 Window_Command ok_enabled?
<2012-07-07 13:31:26 +0800>     line Window_Command_2:124 Window_Command ok_enabled?
<2012-07-07 13:31:26 +0800>   return Window_Command_2:125 Window_Command ok_enabled?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:298 Input trigger?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:298 Input trigger?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:299 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>     call Window_Selectable:312 Window_Selectable cancel_enabled?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:313 Window_Selectable cancel_enabled?
<2012-07-07 13:31:26 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:314 Window_Selectable cancel_enabled?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:300 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:301 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:26 +0800>   return Window_Selectable:302 Window_Selectable process_handling
<2012-07-07 13:31:26 +0800>   return Window_Selectable:278 Window_Selectable update
<2012-07-07 13:31:26 +0800> c-return Scene_Base:95 Array each
<2012-07-07 13:31:26 +0800>   return Scene_Base:99 Scene_Base update_all_windows
<2012-07-07 13:31:26 +0800>   return Scene_Base:52 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>     line (eval):6 Scene_Base update_basic
<2012-07-07 13:31:26 +0800>   c-call (eval):6 Proc call
<2012-07-07 13:31:26 +0800>     line Mouse Comp:286  
<2012-07-07 13:31:26 +0800>     call Mouse Comp:254 CMouse run
<2012-07-07 13:31:26 +0800>     line Mouse Comp:259 CMouse run
<2012-07-07 13:31:26 +0800>     call CMouse:14 CMouse pos
<2012-07-07 13:31:26 +0800>     line CMouse:15 CMouse pos
<2012-07-07 13:31:26 +0800>   c-call CMouse:15 CMouse x
<2012-07-07 13:31:26 +0800> c-return CMouse:15 CMouse x
<2012-07-07 13:31:26 +0800>   c-call CMouse:15 CMouse y
<2012-07-07 13:31:26 +0800> c-return CMouse:15 CMouse y
<2012-07-07 13:31:26 +0800>   return CMouse:16 CMouse pos
<2012-07-07 13:31:26 +0800>     call Mouse Comp:12 CMouse::Point set
<2012-07-07 13:31:26 +0800>     line Mouse Comp:14 CMouse::Point set
